video_id,title,published_at,channel_id,channel_title,duration_seconds,is_short,views,likes,comments,thumbnail_url,video_url,description,transcript,engagement_rate,score,rank,content_type,type_rank
ZFoNBxpXen4,"Survive 30 Days Trapped In The Sky, Win $250,000",20251220,@MrBeast,MrBeast,2245,False,181190095,2902119,109000,https://i.ytimg.com/vi_webp/ZFoNBxpXen4/maxresdefault.webp,https://www.youtube.com/watch?v=ZFoNBxpXen4,"You won't believe how much they struggled to stay up there

Special thanks to my friends at Starbucks, find your local coffeehouse here 👉 https://starbucks.app.link/MrBeast

I launched my own beef sticks with Jack Link's! You can find them right now at Walmart, Target, 7Eleven, or on Amazon https://bit.ly/BeefSticks1

New Merch - https://mrbeast.store
Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com
----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.016618562951799323,0.3146885971086888,11,Video,8
pzBi1nwDn8U,"Survive 100 Days Trapped In A Private Jet, Keep It",20250719,@MrBeast,MrBeast,1983,False,142306070,3467839,46000,https://i.ytimg.com/vi_webp/pzBi1nwDn8U/maxresdefault.webp,https://www.youtube.com/watch?v=pzBi1nwDn8U,"Spending that much time in a jet is crazy
10 people will win $10,000 thanks to DoorDash. Enter promo code JET on any grocery, convenience or retail to get $10 off your order AND to enter for a chance to win $10K: https://bit.ly/44GtE3z
doordashpartner ad

To help offset the carbon emissions from the jet, we planted thousands of trees and are working with the Arbor Day Foundation to support certified carbon removal projects that restore forests and remove CO₂ from the atmosphere.

Due to airport security, Dashers delivered this and all subsequent orders to a MrBeast crew member who then brought items to the pilot.

With DashPass, enjoy $0 delivery fees and lower service fees on eligible orders. Terms apply.

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------
Terms & Conditions:
NO PURCHASE NECESSARY. Purchase will not increase your chances of winning. Sweepstakes ends 11:59 PM PT on 07/27/25. Open to legal US residents, 18+, who have an active, valid DoorDash account. See Official Rules (https://bit.ly/4nYqvoO) for complete details on how to enter, eligibility requirements, free method of entry, odds of winning, prize description, and limitations. Void where prohibited. Sponsor: DoorDash, Inc.

Promo offer valid through 11:59PM PT on 07/27/25 on orders placed at participating grocery, convenience, or retail merchants on the DoorDash app or website. Valid only in the United States. Valid only on orders with a minimum subtotal of $20, excluding fees and taxes. Maximum value of discount is $10. Discount applies to subtotal only; does not apply to fees, taxes, and gratuity. If the full $10 value is not used on a single order, the remaining value will be forfeited. Not valid for pickup. Limit one per person. Not valid for the purchase of alcohol. Fees, taxes, and gratuity still apply. Use promo code JET at checkout to redeem. See further terms and conditions at https://drd.sh/8ONpZP/.",,0.024692123111825098,0.3106098503589834,12,Video,9
TDv56whosPQ,"Survive 100 Days In Prison, Win $500,000",20250816,@MrBeast,MrBeast,2375,False,155015252,3128059,43000,https://i.ytimg.com/vi_webp/TDv56whosPQ/maxresdefault.webp,https://www.youtube.com/watch?v=TDv56whosPQ,"I did not expect them to do that lol
Get your hands on the new MrBeast Lab Hybrids here:
https://www.moosetoys.com/brands/mr-beast-lab ad MooseToysPartner


New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.020456432248357085,0.29860628651339455,13,Video,10
zRtGL0-5rg4,"Last To Leave Grocery Store, Wins $250,000",20260418,@MrBeast,MrBeast,2577,False,122701053,2844882,157000,https://i.ytimg.com/vi_webp/zRtGL0-5rg4/maxresdefault.webp,https://www.youtube.com/watch?v=zRtGL0-5rg4,"imagine living in a grocery store

Special thanks to my friends at Square for supporting neighborhood businesses like The Bread Lady, Simply Natural Creamery, Blackbeard Coffee, and Blue Ox Games. Square is the all-in-one platform that helps businesses like these run smarter every day. Learn more → https://squareup.com

Coca-Cola is offering a chance to collect limited-edition Panini stickers for the FIFA World Cup 2026™. Peel a 20oz Coke label to start your collection and learn more at https://coca-cola.com/panini

Huge shoutout to Good Ranchers for supplying all the meat in this video. Turns out a lot of grocery store meat isn’t actually from the U.S., these guys are fixing that. Check them out at (https://go.goodranchers.com/beast], and save $40 off your first order by clicking the link or using code: BEAST at check out!

Special thanks to our friends at Unilever, Mondelez International, Campbell's, Henkel, Conagra Brands, Procter & Gamble, Kellogg's, and more for keeping us stocked—featuring brands like all Free Clear, Snuggle, Mama Mancini’s, Partanna, In The Raw, Takis, SpaghettiOs, Bigelow Tea, Dove, plus Hunt’s, Pringles, Tide, Bounty, Charmin, Febreze, Persil, AXE, Hellmann’s, Splenda, Entenmann’s, Bimbo Bakeries, Farmland Dairy, got2b, Wish-Bone, Hidden Valley, Ball Park, Quaker, Mezcla, Freestyle, Lull, and Coleman.

We actually put up TV commercials, radio ads, and flyers all around town the week before to get a bunch of random shoppers in the door and offer them the chance to compete in this video! The shoppers who chose to stay and compete all went through the usual review process for any of our videos and had access to the same resources (medics, mental health counselor, etc) as contestants in other videos.

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com
----------------------------------------------------------------
Follow all of these or I will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.02446500601751152,0.29576329403024765,14,Video,11
pAnGwRiQ4-4,"$1 vs $1,000,000,000 Futuristic Tech!",20260124,@MrBeast,MrBeast,1383,False,137876020,3011365,88000,https://i.ytimg.com/vi_webp/pAnGwRiQ4-4/maxresdefault.webp,https://www.youtube.com/watch?v=pAnGwRiQ4-4,"This video made me truly realize how awesome the future is going to be

Shopify technology made it possible for way more people to start businesses. Now it's your turn. Go to https://shopify.com/mrbeast to start your trial. ShopifyPartner

With Wing, Get food, groceries, and essentials in as little as 15 minutes. Find out if Wing currently delivers to your area. https://wing.com/mrbeast WingPartner

Big thank you to @Colossal for having us! 

New Merch - https://mrbeast.store
Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com
----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.02247936225603263,0.29506091197654877,15,Video,12
_AbFXuGDRTs,"$1 vs $1,000,000,000 Nuclear Bunker!",20250830,@MrBeast,MrBeast,1037,False,167023113,2939060,38000,https://i.ytimg.com/vi_webp/_AbFXuGDRTs/maxresdefault.webp,https://www.youtube.com/watch?v=_AbFXuGDRTs,"Feastables Creamy Hazelnut Cups are available for a limited time at Five Below, Circle K, and Albertsons! Go get them while you can 👉🏼  https://fstbls.com/5mj6dv feastablespartner ad

MASSIVE SHOUT TO COLIN FURZE - https://www.youtube.com/@colinfurze

He was so kind to me when I visited and I’m very grateful for the time he gave me. Amazing guy

Special Thanks to the United States Department of Defense, the Government of Canada Department of National Defense, and the North American Aerospace Defense Command

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.017824239690706758,0.2941656642945581,16,Video,13
oBXSvS2QKxU,100 Kids Vs World's Strongest Man!,20251011,@MrBeast,MrBeast,1640,False,170017092,2843137,52000,https://i.ytimg.com/vi_webp/oBXSvS2QKxU/maxresdefault.webp,https://www.youtube.com/watch?v=oBXSvS2QKxU,"No one could have predicted that outcome at the end lol

Feastables launched a new variety bag in Costco just in time for Halloween so you can give out mini sizes of our favorite flavors to trick-or-treaters! Find a store near you 👉 https://www.costco.com/w/-/locations FeastablesPartner

Incase you noticed the turbines moving during the Plane Pull section of the video, we just wanted to mention these engines were on idle therefore not sucking in any air. In order to control the planes braking system you have to have the engines on idle, which is standard in every strong man competition. We also had 2 pilots in the plane with full control of the aircraft along with personnel in contact and guiding them to ensure everything was safe for the kids, parents and crew we had on set that day.

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.017028505581074167,0.29405557996474463,17,Video,14
JFtlf8RoPZY,Trapped On An Island Until I Build A Boat,20260321,@MrBeast,MrBeast,1813,False,118672658,2661010,113000,https://i.ytimg.com/vi_webp/JFtlf8RoPZY/maxresdefault.webp,https://www.youtube.com/watch?v=JFtlf8RoPZY,"I cant believe we got that far

Write 4x faster with the Typeless voice keyboard. Just speak naturally and Typeless turns your speech into your best writing by understanding your intent: removing fillers, refining wording, and structuring your sentences. Works in any app on any device. Download Typeless here:
https://www.typeless.com/mrbeast

If you noticed any trash in the video, we had a crew cleaning the beaches both before and after filming the video. All the garbage collected was then transported to a waste and recycling facility.

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.023375308573605893,0.27535345580556775,18,Video,15
QJI0an6irrA,"30 Celebrities Fight For $1,000,000!",20260107,@MrBeast,MrBeast,2499,False,122669371,2608705,118000,https://i.ytimg.com/vi_webp/QJI0an6irrA/maxresdefault.webp,https://www.youtube.com/watch?v=QJI0an6irrA,"I was not prepared for how intense that ending was
Beast Games 2: Strong vs Smart is live now on Prime Video, go watch it right now for free: https://linktr.ee/beastgames

Special thanks to Radford Studios—the absolute best place to shoot any production. https://radfordsc.com/stages/

New Merch - https://mrbeast.store
Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com
----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.022228083324891262,0.27514090003974284,19,Video,16
DXVHmGoCTco,"50 Streamers Fight for $1,000,000",20260404,@MrBeast,MrBeast,2971,False,101986269,2496065,166000,https://i.ytimg.com/vi_webp/DXVHmGoCTco/maxresdefault.webp,https://www.youtube.com/watch?v=DXVHmGoCTco,"i can't believe we got all these streamers together in one place lol

Shopify empowers creators every single day to be entrepreneurs, founders, and CEOs. Now it’s your turn. Go to https://www.shopify.com/mrbeast to start your business today. 

Tomorrow for the livestream, join the chat and make sure your instagram or twitter handle is viewable on your YouTube bio, so I can contact you if you win!

Check out the best PC's in the Universe at https://starforgepc.com/MrBeast""

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",,0.026102190286027623,0.2731493575474584,20,Video,17
